id,state_or_ut,scope,scheme_name,tag,ministry,benefit,annual,application_url,application_type,relevance_tier,source_file
raj_vishwakarma_kamgar,Rajasthan,state,Rajasthan Vishwakarma Kamgar Kalyan Yojana,business; artisan,Rajasthan Labour Dept.,"₹5,000 toolkit grant + ₹2 Lakh accident insurance for artisans, craftsmen & unorganised workers",5000,https://industries.rajasthan.gov.in/order/detail/946/0/106608,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/rajasthan.js
raj_dugdh_sambal,Rajasthan,state,Mukhyamantri Dugdh Utpadak Sambal Yojana,farmer; dairy,Rajasthan Animal Husbandry & Dairy Dept.,₹5/litre bonus credited directly to dairy farmer selling milk via Saras cooperative,18250,https://government.economictimes.indiatimes.com/news/economy/rajasthan-budget-2026-major-investments-in-dairy-and-animal-husbandry-to-benefit-livestock-owners/128211291,Online via Portal,B — livelihood/agri/capability,Yojana-Sahay-main/src/states/rajasthan.js
sikkim_cmad,Sikkim,state,Chief Minister's Agriculture Diversification Scheme (CMADS) — Sikkim,farmer; horticulture; subsidy,Sikkim Agriculture & Horticulture Dept. / Chief Minister's Agriculture Diversification Scheme,"Encourages small and marginal farmers to diversify beyond subsistence crops into high-value horticulture and allied sectors — key benefits include: 60% capital subsidy on installation of polyhouse/greenhouse (up to ₹70,000 per unit); 50% subsidy on drip irrigation and micro-irrigation equipment; free supply of improved planting material for large cardamom, mandarin orange, kiwi, cherry, and dragon fruit — high-value crops suited to Sikkim's agro-climatic zones; ₹10,000 interest-free crop loan top-up per season for small/marginal farmers; linkage with Sikkim's cooperative marketing network (SIMFED) for assured buy-back of produce; covers all 4 districts with special focus on North and West Sikkim hill farmers",10000,sikkimagrisnet.nic.in / District Horticulture Officer (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/sikkim.js
sikkim_cmses,Sikkim,state,Chief Minister's Self Employment Scheme (CMSES) — Sikkim,youth; self-employment; entrepreneur,Sikkim Industries Dept. / Chief Minister's Self Employment Scheme (CMSES),"Collateral-free financial assistance to educated unemployed youth and first-generation entrepreneurs in Sikkim to start micro and small enterprises — key benefits: project loan of ₹50,000–₹15 lakh with 30–40% capital subsidy on project cost (higher subsidy for women, ST/SC applicants, and differently-abled); bank loan component facilitated through Sikkim Bank/nationalised banks; free entrepreneurship development programme (EDP) training through the District Industries Centre (DIC) and Sikkim Industrial Development & Investment Corporation (SIDICO); priority sectors: organic food processing, cardamom/ginger value addition, eco-tourism and homestay, handwoven textiles, IT/BPO services, and bamboo craft — aligned with Sikkim's economic strengths; special facilitation for ex-servicemen; one-time incentive of ₹5,000 for Sikkim Subject holders starting enterprise in rural areas",1500000,industries.sikkim.gov.in / District Industries Centre (DIC) (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/sikkim.js
sikkim_glof_disaster_relief,Sikkim,state,Sikkim Disaster Relief & GLOF Rehabilitation Scheme,disaster; relief; rehabilitation; glof,Sikkim State Disaster Management Authority (SSDMA) / Revenue & Disaster Management Dept.,"Emergency and long-term rehabilitation support for Sikkim Subject holders affected by natural disasters — particularly the October 2023 South Lhonak Lake GLOF (Glacial Lake Outburst Flood) which devastated North Sikkim — key benefits: immediate relief cash of ₹5,000 per affected family within 7 days of disaster declaration; free temporary shelter (pre-fabricated housing or relief camp) for displaced families; ex-gratia of ₹4 lakh for death of a family member due to natural disaster (under SDRF norms); ₹1.10 lakh for full house collapse, ₹52,000 for partial damage, ₹3,200 for hut/kaccha house loss; agricultural land loss compensation: ₹18,000 per hectare for crop damage; full waiver of outstanding agricultural loans for disaster-affected farmers under Kisan Credit Card; free replacement of lost livestock — 1 milch cow or 5 goats per displaced farming family; priority housing under PMAY-Gramin for families who lost permanent homes; free counselling and mental health support at district hospitals; special GLOF-safe resettlement plots in Mangan and Chungthang for displaced North Sikkim communities; school re-enrollment support including free stationery and uniform for disaster-affected children",400000,ssdma.sikkim.gov.in / District Collector / Sub-Divisional Magistrate (SDM) (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/sikkim.js
sikkim_divyang_welfare,Sikkim,state,Sikkim Divyangjan (Differently-Abled) Welfare & Empowerment Scheme,disability; divyangjan; welfare; pension,"Sikkim Social Justice, Empowerment & Welfare Dept. / Divyangjan Welfare Division","Comprehensive welfare package for persons with disabilities (40%+ disability certificate) who are Sikkim Subject holders — key benefits: free assistive devices — wheelchairs, crutches, hearing aids, white canes, Braille kits — through annual disability camps held in each district; ₹2,000/month disability pension (Sikkim State supplement on top of central IGNDP pension); 4% reservation in state government jobs for persons with benchmark disabilities; monthly scholarship of ₹500–₹800 for Divyangjan students in school and college; free skill development training at ITI/Polytechnic with hostel accommodation; priority allotment under Pradhan Mantri Awas Yojana (housing) and MGNREGA (employment); free legal aid and guardianship support under RPWD Act 2016; barrier-free access facilitation at government offices (ramp, tactile path installation); special transport subsidy card for 50% fare concession on State Transport buses; National Handicapped Finance & Development Corporation (NHFDC) loan linkage at subsidised interest rate for self-employment",24000,socialwelfare.sikkim.gov.in / District Social Welfare Office (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/sikkim.js
sikkim_silm_shg,Sikkim,state,Sikkim Integrated Livelihood Mission — Women SHG Support (Sikkim),women; shg; livelihood,Sikkim Integrated Livelihood Mission (SILM) / Rural Management & Development Dept.,"Comprehensive livelihood support for women through Self-Help Groups (SHGs) — benefits include: revolving fund of ₹15,000 per newly formed SHG (interest-free); community investment fund (CIF) loans up to ₹3 lakh per SHG at 0% interest for income-generating activities; skill training in Sikkim's traditional weaving (Lepcha and Limboo textiles), food processing (organic pickles, cardamom-based products), tailoring, and eco-tourism services; market linkage through state-level fairs and online platforms under 'Sikkim Organic' brand; group life and accident insurance; connects to Pradhan Mantri MUDRA Yojana pipeline; covers rural and semi-urban women across all 4 districts; priority to women from BPL households and ST/SC communities",300000,rmd.sikkim.gov.in / Block Development Office (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/sikkim.js
sikkim_animal_husbandry,Sikkim,state,Sikkim Animal Husbandry & Dairy Development Scheme,farmer; animal husbandry; dairy; subsidy,"Sikkim Animal Husbandry, Livestock, Fisheries & Veterinary Services Dept.","Comprehensive support for farmers and rural households engaged in livestock rearing suited to Sikkim's agro-climatic conditions — key benefits: 50% subsidy on purchase of improved-breed Jersey / HF dairy cows and cross-bred pigs (major income source in rural Sikkim), up to ₹25,000 per beneficiary; 75% subsidy on construction of scientific cattle shed or piggery unit (₹30,000 ceiling); special yak and chauri (yak-cattle hybrid) conservation incentive of ₹3,000 per head annually for herders in North and West Sikkim high-altitude zones; free vaccination drives for foot-and-mouth disease (FMD), PPR (for goats), and swine fever — conducted at village level twice a year; free AI (Artificial Insemination) service at doorstep for dairy cattle; free fodder seed kits (oat, berseem) every season; ₹5,000 interest subvention on short-term livestock loans; linkage with Sikkim Milk Union (SIMUL) for milk procurement and fair pricing; free 3-day training on scientific livestock management and dairy hygiene at District Veterinary Centre",3000,ahvs.sikkim.gov.in / District Veterinary Officer (offline),District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/sikkim.js
sikkim_fisheries_dev,Sikkim,state,Sikkim Fisheries Development Scheme — Cold Water Fish Farming,farmer; fisheries; subsidy,"Sikkim Animal Husbandry, Livestock, Fisheries & Veterinary Services Dept.","Support for cold-water fish farming suited to Sikkim's high-altitude rivers, streams, and ponds — key benefits: 60% subsidy on construction of raceway/trout hatchery units (up to ₹2 lakh per unit); free fingerlings (trout, mahseer, snow trout) supply from state fisheries department hatcheries at Ranipool and Legship; 50% subsidy on fish feed for the first 2 years; free training on scientific aquaculture, disease management, and post-harvest handling at the State Fisheries Training Centre; ₹10,000 one-time grant for purchase of fishing nets and gear for river/lake-based fishermen; interest subsidy on bank loans for constructing fish ponds or purchasing refrigeration equipment; priority market access at state fisheries cooperatives and weekly haat markets; special focus on communities in North Sikkim near Teesta River and high-altitude lakes in Lachung and Lachen areas; Pradhan Mantri Matsya Sampada Yojana (PMMSY) benefits also linked through this scheme",200000,ahvs.sikkim.gov.in / District Fisheries Development Officer (offline),District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/sikkim.js
sikkim_homestay_scheme,Sikkim,state,Sikkim Homestay Development & Registration Scheme,tourism; homestay; self-employment,Sikkim Tourism & Civil Aviation Dept. / Sikkim Homestay Development Scheme,"Financial and promotional support for Sikkim Subject holders to develop and register homestays as part of Sikkim's sustainable eco-tourism model — key benefits: one-time capital assistance of ₹1.5 lakh per homestay unit for renovation, bathroom fitting, and furnishing (for families converting existing home); additional ₹50,000 for constructing a dedicated guest room in rural/remote tourism zones (North and West Sikkim); free 5-day training in hospitality, hygiene, organic home-cooked food preparation, and English communication at Sikkim Tourism Institute; official 'Certified Sikkim Homestay' tag with listing on sikkim.gov.in/tourism portal and Incredible India platform for national and international visibility; priority inclusion in state-curated tour packages; ₹5,000 annual maintenance incentive for maintaining 4-star hygiene and cleanliness rating; electricity subsidy at domestic rate (not commercial) for registered homestays; one free refresher training per year on digital payments and online booking management",5000,sikkimtourism.gov.in / District Tourism Office (offline),District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/sikkim.js
sikkim_st_welfare,Sikkim,state,Sikkim Scheduled Tribe Welfare & Development Schemes,tribal; st; scholarship; welfare,"Sikkim Social Justice, Empowerment & Welfare Dept. / Tribal Welfare Division","Bundle of welfare and development benefits exclusively for ST communities (Lepcha, Bhutia, Limboo/Subba, and other recognised Sikkimese tribes) — includes: pre-matric and post-matric scholarship for ST students (₹400–₹1,200 per month depending on class and boarding/day status); free hostel accommodation in government tribal hostels at Gangtok, Namchi, Geyzing, and Mangan for students studying away from home; ₹5,000 annual cultural preservation grant for registered tribal cultural groups; tribal identity card issued by Tribal Welfare Dept. for priority access across all state schemes; ₹3,500 tool kit grant per annum for traditional artisans (Lepcha weavers, Bhutia thangka painters, bamboo-cane craftsmen); reservation in state government jobs and educational institutions; legal aid and land rights support through dedicated ST cell; special package for Dzongu Lepcha Reserve residents — fully protected ecological zone of North Sikkim",14400,sikkimtribalwelfare.gov.in / District Tribal Welfare Officer (offline),District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/sikkim.js
tn_fpo_support,Tamil Nadu,state,Farmer Producer Organisation (FPO) Support Scheme (TN),farmer fpo,Tamil Nadu Agriculture Dept. / TNSCARD,₹15 Lakh equity grant + ₹25 Lakh credit guarantee per FPO + market linkage & cold storage support,1500000,agri.tn.gov.in,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/tamil_nadu.js
tn_kakkum_karangal,Tamil Nadu,state,Mudhalvarin Kakkum Karangal — Ex-Servicemen Scheme (TN) — Aug 2025,ex-servicemen,"Dept. of Ex-Servicemen's Welfare, Tamil Nadu",Business loan up to ₹1 Crore + 30% capital subsidy + 3% interest subsidy for ex-servicemen & their families (including martyrs' families) to start ventures,10000000,https://tiruvarur.nic.in/mudhalvarin-kaakkum-karangal-scheme,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/tamil_nadu.js
tn_needs_entrepreneur,Tamil Nadu,state,NEEDS — New Entrepreneur Scheme (TN),entrepreneurship,Tamil Nadu Industries Dept. / TIIC,25% capital subsidy (max ₹75 Lakh) + soft loan at 3% interest for first-generation entrepreneurs,750000,https://tiic.org,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/tamil_nadu.js
tn_street_vendor,Tamil Nadu,state,Street Vendors Livelihood Support Scheme (TN),street vendor,Tamil Nadu Urban Local Bodies / TNSULB,"₹10,000 working capital loan at 0% interest + vendor ID card + designated vending zones",10000,tnulb.gov.in,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/tamil_nadu.js
tn_agri_value_addition,Tamil Nadu,state,Agriculture Value Addition Centres Subsidy (TN) — Sep 2025,agri entrepreneur,Tamil Nadu Agriculture & Farmers' Welfare Dept.,"25% subsidy (max ₹2.5 Cr) on setting up agri-processing units for crops like tomato, mango, millets; SC/ST & women entrepreneurs get extra 10% (total 35%)",2500000,agri.tn.gov.in,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/tamil_nadu.js
tn_animal_husbandry,Tamil Nadu,state,Animal Husbandry Subsidy Scheme (TN),animal husbandry,"Tamil Nadu Animal Husbandry, Dairying & Fisheries Dept.","50% subsidy (up to ₹50,000) for purchasing milch cattle, goats & poultry units for rural farmers",50000,tnvfa.gov.in,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/tamil_nadu.js
tn_handloom_weavers,Tamil Nadu,state,Handloom Weavers Welfare Scheme (TN),artisan; weaver,Tamil Nadu Handlooms & Textiles Dept.,"₹3,000 tool kit grant + ₹2 Lakh insurance + margin money subsidy for weavers' co-ops",3000,handlooms.tn.gov.in,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/tamil_nadu.js
tn_meenavar_nala,Tamil Nadu,state,Meenavar Nala Thittam — Fishermen Welfare (TN),fishermen welfare,Tamil Nadu Fisheries Dept.,"₹5,000 annual assistance + ₹2 Lakh accident insurance + free safety kits for fishermen",5000,fisheries.tn.gov.in,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/tamil_nadu.js
ts_bc_welfare_loan,Telangana,state,BC Welfare Corporation Self-Employment Loan (Telangana),business; bc,Telangana BC Welfare Dept. / TSBCWDCL,Loans ₹1 Lakh – ₹10 Lakh at 3–5% interest + 25% subsidy for BC community entrepreneurs,100000,bcwelfare.telangana.gov.in / Nearest Dist. BC Welfare Office,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/telangana.js
ts_chenetha_mitra,Telangana,state,Chenetha Mitra — Handloom Weavers Welfare (Telangana),artisan; weaver,Telangana Handlooms & Textiles Dept.,"₹2,000/month income support + free yarn + ₹2 Lakh accident insurance + subsidised loans for handloom weavers",24000,handlooms.telangana.gov.in / Nearest Weavers Co-op / District Office,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/telangana.js
ts_cheyuta,Telangana,state,Cheyuta — SC/ST Self-Employment Scheme (Telangana),business; sc-st,Telangana SC Development & Tribal Welfare Dept.,"₹75,000 loan at low interest + 20% subsidy for SC/ST persons to start small businesses or trades",75000,tsscfdc.com / Nearest DRDA / ITDA Office,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/telangana.js
ts_stree_nidhi,Telangana,state,Stree Nidhi — Women SHG Credit Cooperative (Telangana),women; shg,Telangana MEPMA / Women SHG Dept.,Emergency loan ₹1 Lakh within 24 hrs + project loan up to ₹10 Lakh at 3% interest for SHG women groups,100000,https://ibpsreg.ibps.in/snccflapr26/uploads/loadpdf.php?file=k7m5p+fQ15e7yM7Wx9XG2tuYoJS+pdGTpaeV6Kqlcg%3D%3D&t=xa3HneXVzdutx9Dh1ZfVzs8%3D,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/telangana.js
ts_t_pride,Telangana,state,T-PRIDE — SC Entrepreneur Loan Scheme (Telangana),business; sc,Telangana SC Development Dept. / TSSCFDC,Loan ₹10 Lakh – ₹5 Crore at 3% interest + 20% subsidy for SC entrepreneurs to start businesses,50000000,https://schemesinindia.in/schemes/telangana/telangana-t-pride-bc-entrepreneur-loan,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/telangana.js
ts_bathukamma_saree,Telangana,state,Bathukamma Saree Scheme (Telangana),women; festival,Telangana Women Development & Child Welfare Dept.,Free festival saree (handloom) to all women every year during Bathukamma festival; supports women & handloom weavers,600,Distributed via MeeSeva / Fair Price Shop — no separate application,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/telangana.js
ts_sheep_distribution,Telangana,state,Free Sheep / Goat Distribution for SC Shepherds (Telangana),animal husbandry; sc,Telangana Animal Husbandry / SC Development Dept.,10 sheep + 1 ram unit (worth ₹1 Lakh+) with 85% govt subsidy for SC shepherd community; free veterinary support,100000,Nearest District Animal Husbandry / DRDA Office,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/telangana.js
ts_rythu_rinamafi,Telangana,state,Rythu Rinamafi — Crop Loan Waiver Scheme (Telangana),farmer; loan waiver,Telangana Agriculture & Cooperation Dept.,Crop loan waiver up to ₹2 Lakh per farmer for eligible outstanding agricultural loans from cooperative & commercial banks,200000,rythubandhu.telangana.gov.in / Nearest Cooperative Bank / Agriculture Dept.,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/telangana.js
ts_fishermen_welfare,Telangana,state,Telangana Fishermen Welfare Scheme,fishermen,Telangana Fisheries Dept.,"₹10,000/year support + ₹5,000 seasonal fishing ban compensation + ₹2 Lakh accident insurance + free fishing nets for registered fishermen",10000,fisheries.telangana.gov.in / Nearest Fisheries Extension Officer,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/telangana.js
tripura_cm_yuva_karyasuchi,Tripura,state,Mukhyamantri Yuva Udyami Yojana (Tripura),youth; self-employment; entrepreneur,Tripura Industries & Commerce Dept. / TRIBE (Tripura Industrial Development Corporation),"Collateral-free loan of ₹2 lakh–₹25 lakh for educated unemployed youth (18–40 years) to start new micro/small enterprises; 25–35% capital subsidy on project cost (higher for SC/ST/women/ex-servicemen); free skill training through TRIBE and ITIs; mentoring, incubation, and market linkage support; priority to youth from rural and tribal areas",200000,industry.tripura.gov.in / District Industries Centre (DIC) office,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/tripura.js
tripura_trlm_shg,Tripura,state,Tripura Rural Livelihood Mission — SHG Loan & Support (Tripura),women; shg; entrepreneurship,Tripura Rural Livelihood Mission (TRLM) / Panchayati Raj Dept.,"Interest-free or subsidised loans up to ₹3 lakh for women Self-Help Group (SHG) members to start or scale small enterprises; seed money of ₹15,000 for new SHGs; revolving fund support; capacity-building, skill training, and market linkage through TRLM; helps women engage in agro-processing, handloom, handicrafts, and retail businesses",300000,trlm.tripura.gov.in / Block TRLM office (offline),District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/tripura.js
tripura_adc_tribal_welfare,Tripura,state,TTAADC Tribal Development & Welfare Schemes (Tripura),tribal; sc-st; welfare,Tripura Tribal Welfare Dept. / Tripura Tribal Areas Autonomous District Council (TTAADC),"Cluster of welfare benefits administered by the Tripura Tribal Areas Autonomous District Council — includes free textbooks and uniforms for tribal students (Class 1–12), residential school support (hostels), livelihood assistance for traditional occupational groups (fishing, bamboo crafts, weaving), and ₹5,000 one-time grant for tribal women starting micro-enterprises under TTAADC jurisdiction",5000,ttaadc.nic.in / nearest TTAADC Block Development Office,District Industry Center (DIC),B — livelihood/agri/capability,Yojana-Sahay-main/src/states/tripura.js
up_yuva_udyami,Uttar Pradesh,state,Mukhyamantri Yuva Udyami Vikas Abhiyan (UP),youth; entrepreneurship; msme,UP MSME Dept.,"Interest-free loan up to ₹5 lakh for youth (18–40 years) to start new micro-enterprises or self-employment ventures in manufacturing, service, or trade sector; government bears interest cost for loan repayment; scheme targets 1 lakh youth per year with goal of creating 10 lakh micro units in 10 years; minimum qualification Class 8 (preference to Class 12+)",500000,https://www.myscheme.gov.in/schemes/myuyb,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/uttar_pradesh.js
up_vishwakarma_shram,Uttar Pradesh,state,Vishwakarma Shram Samman Yojana (UP),artisan; self-employment; skill,UP MSME & Export Promotion Dept.,"₹10,000 to ₹10 lakh financial assistance for traditional artisans and craftsmen to establish or scale small industries + free 6-day skill training at government centres; covers carpenters, tailors, barbers, goldsmiths, potters, basket weavers, cobblers, blacksmiths, hawkers, and other traditional trades; toolkit provided; amount transferred directly to bank account",1000000,http://msme1connect.up.gov.in,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/uttar_pradesh.js
uk_saur_swarojgar,Uttarakhand,state,Mukhyamantri Saur Swarojgar Yojana (Uttarakhand),youth; solar; self-employment,Uttarakhand Renewable Energy Dev. Agency (UREDA) / Labour Dept.,"25 kW solar plant set up on lease land with 70% bank loan + 25% state subsidy (only 5% own contribution); beneficiary earns by selling electricity to UPCL at ₹4.07/unit; estimated income ₹1–1.5 lakh/year; targeted at migrant workers, unemployed youth, and farmers of Uttarakhand; 10,000 units planned; 25-year agreement with UPCL",100000,https://ureda.uk.gov.in,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/uttarakhand.js
uk_swarozgar_yojana,Uttarakhand,state,Mukhyamantri Swarozgar Yojana (Uttarakhand),youth; self-employment; msme loan,Uttarakhand Dept. of Industry / MSME,"Loans up to ₹25 lakh for service/trade sector and ₹50 lakh for manufacturing sector for Uttarakhand domicile youth (18–45 years); 25% margin money subsidy (max ₹6.25 lakh) for general category; 35% subsidy for SC/ST/Women/disabled/ex-servicemen (max ₹12.5 lakh); covers new ventures in manufacturing, handicrafts, tourism, IT, and service industries",2500000,https://msme1connect.up.gov.in/Home/SchemesList/5,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/uttarakhand.js
wb_bhabishyat_credit,West Bengal,state,Bhabishyat Credit Card Scheme (West Bengal),sc; st; obc; self-employed credit,West Bengal Finance Dept. / Backward Classes Welfare Dept.,₹2 lakh overdraft credit facility at 7% interest for SC/ST/OBC artisans and self-employed persons; WB Govt. pays 3% interest subsidy (net cost to beneficiary: 4%); no collateral; enables working capital for micro-enterprises,200000,Apply at nearest bank (nationalized) with WB Backward Classes Welfare Dept. referral,District Industry Center (DIC),A — direct enterprise/finance,Yojana-Sahay-main/src/states/west_bengal.js
wb_student_credit_card,West Bengal,state,West Bengal Student Credit Card Scheme,student; education loan,West Bengal Higher Education Dept.,"Education loan up to ₹10 lakh at 4% simple interest (0% for women, disabled & transgender students) for higher education after Class 12; no collateral; no income limit; repayment begins 1 year after getting a job; covers tuition, hostel, books, laptop",1000000,https://www.myscheme.gov.in/schemes/wbsccs,Online via Portal,A — direct enterprise/finance,Yojana-Sahay-main/src/states/west_bengal.js
